header	name	GISAID	country	date	lineage	representative
USA/WA-UW201/2020|EPI_ISL_417350|2020-03-12	USA/WA-UW201/2020	EPI_ISL_417350	USA	2020-03-12	A.1	
USA/WA-UW202/2020|EPI_ISL_417351|2020-03-12	USA/WA-UW202/2020	EPI_ISL_417351	USA	2020-03-12	A.1	
USA/WA-UW203/2020|EPI_ISL_417352|2020-03-12	USA/WA-UW203/2020	EPI_ISL_417352	USA	2020-03-12	B.1	
USA/WA-UW204/2020|EPI_ISL_417353|2020-03-13	USA/WA-UW204/2020	EPI_ISL_417353	USA	2020-03-13	A.1	
USA/WA-UW205/2020|EPI_ISL_417354|2020-03-13	USA/WA-UW205/2020	EPI_ISL_417354	USA	2020-03-13	A.1	
USA/WA-UW206/2020|EPI_ISL_417355|2020-03-13	USA/WA-UW206/2020	EPI_ISL_417355	USA	2020-03-13	A.1	
USA/WA-UW207/2020|EPI_ISL_417356|2020-03-13	USA/WA-UW207/2020	EPI_ISL_417356	USA	2020-03-13	A.1	
USA/WA-UW208/2020|EPI_ISL_417357|2020-03-13	USA/WA-UW208/2020	EPI_ISL_417357	USA	2020-03-13	A.1	
USA/WA-UW209/2020|EPI_ISL_417358|2020-03-13	USA/WA-UW209/2020	EPI_ISL_417358	USA	2020-03-13	A.1	
USA/WA-UW210/2020|EPI_ISL_417359|2020-03-14	USA/WA-UW210/2020	EPI_ISL_417359	USA	2020-03-14	B.1	
USA/WA-UW211/2020|EPI_ISL_417360|2020-03-14	USA/WA-UW211/2020	EPI_ISL_417360	USA	2020-03-14	A.1	
USA/WA-UW212/2020|EPI_ISL_417361|2020-03-14	USA/WA-UW212/2020	EPI_ISL_417361	USA	2020-03-14	A.1	
USA/WA-UW213/2020|EPI_ISL_417362|2020-03-13	USA/WA-UW213/2020	EPI_ISL_417362	USA	2020-03-13	B.1	
USA/WA-UW214/2020|EPI_ISL_417363|2020-03-14	USA/WA-UW214/2020	EPI_ISL_417363	USA	2020-03-14	A.1	
USA/WA-UW215/2020|EPI_ISL_417364|2020-03-12	USA/WA-UW215/2020	EPI_ISL_417364	USA	2020-03-12	A.1	
USA/WA-UW216/2020|EPI_ISL_417365|2020-03-14	USA/WA-UW216/2020	EPI_ISL_417365	USA	2020-03-14	A.1	
USA/WA-UW217/2020|EPI_ISL_417366|2020-03-14	USA/WA-UW217/2020	EPI_ISL_417366	USA	2020-03-14	A.1	
USA/WA-UW218/2020|EPI_ISL_417367|2020-03-13	USA/WA-UW218/2020	EPI_ISL_417367	USA	2020-03-13	A.1	
USA/WA-UW219/2020|EPI_ISL_417368|2020-03-13	USA/WA-UW219/2020	EPI_ISL_417368	USA	2020-03-13	A.1	
USA/WA-UW220/2020|EPI_ISL_417369|2020-03-14	USA/WA-UW220/2020	EPI_ISL_417369	USA	2020-03-14	A.1	
USA/WA-UW221/2020|EPI_ISL_417370|2020-03-14	USA/WA-UW221/2020	EPI_ISL_417370	USA	2020-03-14	A.1	1
USA/WA-UW222/2020|EPI_ISL_417371|2020-03-13	USA/WA-UW222/2020	EPI_ISL_417371	USA	2020-03-13	A.1	
USA/WA-UW223/2020|EPI_ISL_417372|2020-03-13	USA/WA-UW223/2020	EPI_ISL_417372	USA	2020-03-13	B.1	
USA/WA-UW224/2020|EPI_ISL_417373|2020-03-13	USA/WA-UW224/2020	EPI_ISL_417373	USA	2020-03-13	B.1	
USA/WA-UW225/2020|EPI_ISL_417374|2020-03-15	USA/WA-UW225/2020	EPI_ISL_417374	USA	2020-03-15	A.1	
USA/WA-UW226/2020|EPI_ISL_417375|2020-03-15	USA/WA-UW226/2020	EPI_ISL_417375	USA	2020-03-15	A.1	
USA/WA-UW227/2020|EPI_ISL_417376|2020-03-15	USA/WA-UW227/2020	EPI_ISL_417376	USA	2020-03-15	B.1.2	1
USA/WA-UW228/2020|EPI_ISL_417377|2020-03-15	USA/WA-UW228/2020	EPI_ISL_417377	USA	2020-03-15	A.1	
USA/WA-UW229/2020|EPI_ISL_417378|2020-03-14	USA/WA-UW229/2020	EPI_ISL_417378	USA	2020-03-14	A.1	
USA/WA-UW230/2020|EPI_ISL_417379|2020-03-15	USA/WA-UW230/2020	EPI_ISL_417379	USA	2020-03-15	B.1	
USA/WA-UW231/2020|EPI_ISL_417380|2020-03-14	USA/WA-UW231/2020	EPI_ISL_417380	USA	2020-03-14	A.1	
USA/WA-UW232/2020|EPI_ISL_417381|2020-03-14	USA/WA-UW232/2020	EPI_ISL_417381	USA	2020-03-14	A.1	
USA/WA-UW233/2020|EPI_ISL_417382|2020-03-15	USA/WA-UW233/2020	EPI_ISL_417382	USA	2020-03-15	B.1	
Australia/NSW15/2020|EPI_ISL_417383|2020-03-03	Australia/NSW15/2020	EPI_ISL_417383	Australia	2020-03-03	B.4.2	
Australia/NSW18/2020|EPI_ISL_417384|2020-03-05	Australia/NSW18/2020	EPI_ISL_417384	Australia	2020-03-05	B.4	
Australia/NSW19/2020|EPI_ISL_417385|2020-03-06	Australia/NSW19/2020	EPI_ISL_417385	Australia	2020-03-06	B.4	
Australia/NSW21/2020|EPI_ISL_417386|2020-03-04	Australia/NSW21/2020	EPI_ISL_417386	Australia	2020-03-04	B.4.2	
Australia/NSW24/2020|EPI_ISL_417387|2020-03-06	Australia/NSW24/2020	EPI_ISL_417387	Australia	2020-03-06	B.4.1	
Australia/NSW25/2020|EPI_ISL_417388|2020-03-05	Australia/NSW25/2020	EPI_ISL_417388	Australia	2020-03-05	B.6	1
Australia/NSW26/2020|EPI_ISL_417389|2020-03-09	Australia/NSW26/2020	EPI_ISL_417389	Australia	2020-03-09	B.4.2	
Australia/NSW27/2020|EPI_ISL_417390|2020-03-08	Australia/NSW27/2020	EPI_ISL_417390	Australia	2020-03-08	B.1	
Australia/NSW28/2020|EPI_ISL_417391|2020-03-08	Australia/NSW28/2020	EPI_ISL_417391	Australia	2020-03-08	B.4.2	
Australia/NSW31/2020|EPI_ISL_417392|2020-03-10	Australia/NSW31/2020	EPI_ISL_417392	Australia	2020-03-10	B.4.2	
Australia/NSW35/2020|EPI_ISL_417393|2020-03-08	Australia/NSW35/2020	EPI_ISL_417393	Australia	2020-03-08	B.4.2	
Australia/NSW36/2020|EPI_ISL_417394|2020-03-10	Australia/NSW36/2020	EPI_ISL_417394	Australia	2020-03-10	B.2.1	
Australia/NSW37/2020|EPI_ISL_417395|2020-03-10	Australia/NSW37/2020	EPI_ISL_417395	Australia	2020-03-10	A.1	
Australia/NSW38/2020|EPI_ISL_417396|2020-03-10	Australia/NSW38/2020	EPI_ISL_417396	Australia	2020-03-10	B.6	1
Australia/NSW39/2020|EPI_ISL_417397|2020-03-11	Australia/NSW39/2020	EPI_ISL_417397	Australia	2020-03-11	B.1	
Australia/NSW40/2020|EPI_ISL_417398|2020-03-11	Australia/NSW40/2020	EPI_ISL_417398	Australia	2020-03-11	B.4.2	
Australia/NSW41/2020|EPI_ISL_417399|2020-03-10	Australia/NSW41/2020	EPI_ISL_417399	Australia	2020-03-10	B.2.1	
Australia/NSW44/2020|EPI_ISL_417400|2020-03-10	Australia/NSW44/2020	EPI_ISL_417400	Australia	2020-03-10	B.6	
Australia/NSW45/2020|EPI_ISL_417401|2020-03-13	Australia/NSW45/2020	EPI_ISL_417401	Australia	2020-03-13	B.6	
Australia/NSW47/2020|EPI_ISL_417402|2020-03-13	Australia/NSW47/2020	EPI_ISL_417402	Australia	2020-03-13	B.1	
Australia/NSW48/2020|EPI_ISL_417403|2020-03-14	Australia/NSW48/2020	EPI_ISL_417403	Australia	2020-03-14	B.6	1
Australia/NSW50/2020|EPI_ISL_417404|2020-03-12	Australia/NSW50/2020	EPI_ISL_417404	Australia	2020-03-12	B.1	
Australia/NSW52/2020|EPI_ISL_417405|2020-03-11	Australia/NSW52/2020	EPI_ISL_417405	Australia	2020-03-11	B.2	
Australia/NSW53/2020|EPI_ISL_417406|2020-03-11	Australia/NSW53/2020	EPI_ISL_417406	Australia	2020-03-11	B.4	
Australia/NSW54/2020|EPI_ISL_417407|2020-03-14	Australia/NSW54/2020	EPI_ISL_417407	Australia	2020-03-14	B.1	
Australia/NSW56/2020|EPI_ISL_417408|2020-03-17	Australia/NSW56/2020	EPI_ISL_417408	Australia	2020-03-17	B.2.2	1
Australia/NSW57/2020|EPI_ISL_417409|2020-03-16	Australia/NSW57/2020	EPI_ISL_417409	Australia	2020-03-16	B.2.1	
Australia/NSW58/2020|EPI_ISL_417410|2020-03-16	Australia/NSW58/2020	EPI_ISL_417410	Australia	2020-03-16	B.2.1	
Australia/NSW61/2020|EPI_ISL_417411|2020-03-17	Australia/NSW61/2020	EPI_ISL_417411	Australia	2020-03-17	B.1	
Australia/NSW62/2020|EPI_ISL_417412|2020-03-17	Australia/NSW62/2020	EPI_ISL_417412	Australia	2020-03-17	B.3	
Italy/FVG-ICGEB_S1/2020|EPI_ISL_417418|2020-03-01	Italy/FVG-ICGEB_S1/2020	EPI_ISL_417418	Italy	2020-03-01	B.1	
Italy/FVG-ICGEB_S5/2020|EPI_ISL_417419|2020-03-01	Italy/FVG-ICGEB_S5/2020	EPI_ISL_417419	Italy	2020-03-01	B.1	
NanChang/JX216/2020|EPI_ISL_417420|2020-03-21	NanChang/JX216/2020	EPI_ISL_417420	China	2020-03-21	B.1.3	1
Italy/FVG-ICGEB_S8/2020|EPI_ISL_417421|2020-03-01	Italy/FVG-ICGEB_S8/2020	EPI_ISL_417421	Italy	2020-03-01	B.1	
Belgium/DHWM-03041/2020|EPI_ISL_417422|2020-03-04	Belgium/DHWM-03041/2020	EPI_ISL_417422	Belgium	2020-03-04	B.1	
Italy/FVG-ICGEB_S9/2020|EPI_ISL_417423|2020-03-01	Italy/FVG-ICGEB_S9/2020	EPI_ISL_417423	Italy	2020-03-01	B.1	
Belgium/KA-03042/2020|EPI_ISL_417424|2020-03-04	Belgium/KA-03042/2020	EPI_ISL_417424	Belgium	2020-03-04	B.1	
Belgium/VBK-03061/2020|EPI_ISL_417425|2020-03-06	Belgium/VBK-03061/2020	EPI_ISL_417425	Belgium	2020-03-06	B.1	
Belgium/SQ-03043/2020|EPI_ISL_417426|2020-03-04	Belgium/SQ-03043/2020	EPI_ISL_417426	Belgium	2020-03-04	B.1	
Belgium/VI-03027/2020|EPI_ISL_417427|2020-03-02	Belgium/VI-03027/2020	EPI_ISL_417427	Belgium	2020-03-02	B.1	
Belgium/FR-03029/2020|EPI_ISL_417428|2020-03-02	Belgium/FR-03029/2020	EPI_ISL_417428	Belgium	2020-03-02	B.1	
Belgium/MMJ-03034/2020|EPI_ISL_417429|2020-03-03	Belgium/MMJ-03034/2020	EPI_ISL_417429	Belgium	2020-03-03	B.1	
Belgium/RT-03035/2020|EPI_ISL_417430|2020-03-03	Belgium/RT-03035/2020	EPI_ISL_417430	Belgium	2020-03-03	B.1	
Ireland/Cork2/2020|EPI_ISL_417432|2020-03-08	Ireland/Cork2/2020	EPI_ISL_417432	Ireland	2020-03-08	B	
Congo/KN-0038/2020|EPI_ISL_417434|2020-03-14	Congo/KN-0038/2020	EPI_ISL_417434	Congo	2020-03-14	B.1	
Congo/KN-0054/2020|EPI_ISL_417437|2020-03-17	Congo/KN-0054/2020	EPI_ISL_417437	Congo	2020-03-17	B.1	
Congo/KN-0058/2020|EPI_ISL_417438|2020-03-17	Congo/KN-0058/2020	EPI_ISL_417438	Congo	2020-03-17	B.1	
Congo/KN-0060/2020|EPI_ISL_417440|2020-03-17	Congo/KN-0060/2020	EPI_ISL_417440	Congo	2020-03-17	B.1	
Congo/KN-0070/2020|EPI_ISL_417441|2020-03-17	Congo/KN-0070/2020	EPI_ISL_417441	Congo	2020-03-17	B.1	
Congo/KN-0072/2020|EPI_ISL_417442|2020-03-18	Congo/KN-0072/2020	EPI_ISL_417442	Congo	2020-03-18	B.1	
Pakistan/Gilgit1/2020|EPI_ISL_417444|2020-03-04	Pakistan/Gilgit1/2020	EPI_ISL_417444	Pakistan	2020-03-04	B.4	1
Italy/UniMI01/2020|EPI_ISL_417445|2020-02-24	Italy/UniMI01/2020	EPI_ISL_417445	Italy	2020-02-24	B.1	
Italy/UniMI03/2020|EPI_ISL_417447|2020-02-24	Italy/UniMI03/2020	EPI_ISL_417447	Italy	2020-02-24	B.1	
USA/WA-UW234/2020|EPI_ISL_417448|2020-03-14	USA/WA-UW234/2020	EPI_ISL_417448	USA	2020-03-14	A.1	
USA/WA-UW235/2020|EPI_ISL_417449|2020-03-14	USA/WA-UW235/2020	EPI_ISL_417449	USA	2020-03-14	A.1	
USA/WA-UW236/2020|EPI_ISL_417450|2020-03-14	USA/WA-UW236/2020	EPI_ISL_417450	USA	2020-03-14	A.1	
USA/WA-UW237/2020|EPI_ISL_417451|2020-03-14	USA/WA-UW237/2020	EPI_ISL_417451	USA	2020-03-14	B.1	
USA/WA-UW238/2020|EPI_ISL_417452|2020-03-14	USA/WA-UW238/2020	EPI_ISL_417452	USA	2020-03-14	B.1	
USA/WA-UW239/2020|EPI_ISL_417453|2020-03-14	USA/WA-UW239/2020	EPI_ISL_417453	USA	2020-03-14	A.1	
USA/WA-UW240/2020|EPI_ISL_417454|2020-03-14	USA/WA-UW240/2020	EPI_ISL_417454	USA	2020-03-14	B.1	
USA/WA-UW241/2020|EPI_ISL_417455|2020-03-14	USA/WA-UW241/2020	EPI_ISL_417455	USA	2020-03-14	B.1	
USA/WA-UW242/2020|EPI_ISL_417456|2020-03-14	USA/WA-UW242/2020	EPI_ISL_417456	USA	2020-03-14	A.1	
Germany/NRW-12/2020|EPI_ISL_417457|2020-03-10	Germany/NRW-12/2020	EPI_ISL_417457	Germany	2020-03-10	B.1	
Germany/NRW-13/2020|EPI_ISL_417458|2020-03-11	Germany/NRW-13/2020	EPI_ISL_417458	Germany	2020-03-11	B.1	
Germany/NRW-14/2020|EPI_ISL_417459|2020-03-11	Germany/NRW-14/2020	EPI_ISL_417459	Germany	2020-03-11	B.3	
Germany/NRW-15/2020|EPI_ISL_417460|2020-03-11	Germany/NRW-15/2020	EPI_ISL_417460	Germany	2020-03-11	B	
Germany/NRW-16/2020|EPI_ISL_417461|2020-03-11	Germany/NRW-16/2020	EPI_ISL_417461	Germany	2020-03-11	B.3	
Germany/NRW-17/2020|EPI_ISL_417462|2020-03-11	Germany/NRW-17/2020	EPI_ISL_417462	Germany	2020-03-11	B.3	
Germany/NRW-18/2020|EPI_ISL_417463|2020-03-13	Germany/NRW-18/2020	EPI_ISL_417463	Germany	2020-03-13	B.1	
Germany/NRW-19/2020|EPI_ISL_417464|2020-03-14	Germany/NRW-19/2020	EPI_ISL_417464	Germany	2020-03-14	B.1	
Germany/NRW-20/2020|EPI_ISL_417465|2020-03-14	Germany/NRW-20/2020	EPI_ISL_417465	Germany	2020-03-14	B.1	
Germany/NRW-21/2020|EPI_ISL_417466|2020-03-14	Germany/NRW-21/2020	EPI_ISL_417466	Germany	2020-03-14	B.1	
Germany/NRW-22/2020|EPI_ISL_417467|2020-03-15	Germany/NRW-22/2020	EPI_ISL_417467	Germany	2020-03-15	B.1	
Germany/NRW-23/2020|EPI_ISL_417468|2020-03-16	Germany/NRW-23/2020	EPI_ISL_417468	Germany	2020-03-16	B.1	
USA/MN31-MDH31/2020|EPI_ISL_417469|2020-03-12	USA/MN31-MDH31/2020	EPI_ISL_417469	USA	2020-03-12	B.1	
USA/MN32-MDH32/2020|EPI_ISL_417470|2020-03-12	USA/MN32-MDH32/2020	EPI_ISL_417470	USA	2020-03-12	B.1	
USA/MN34-MDH34/2020|EPI_ISL_417471|2020-03-12	USA/MN34-MDH34/2020	EPI_ISL_417471	USA	2020-03-12	B	
USA/MN35-MDH35/2020|EPI_ISL_417472|2020-03-12	USA/MN35-MDH35/2020	EPI_ISL_417472	USA	2020-03-12	B.1	
USA/MN36-MDH36/2020|EPI_ISL_417473|2020-03-13	USA/MN36-MDH36/2020	EPI_ISL_417473	USA	2020-03-13	B.1	
USA/MN38-MDH38/2020|EPI_ISL_417474|2020-03-12	USA/MN38-MDH38/2020	EPI_ISL_417474	USA	2020-03-12	B.1	
USA/MN39-MDH39/2020|EPI_ISL_417475|2020-03-12	USA/MN39-MDH39/2020	EPI_ISL_417475	USA	2020-03-12	B.2.1	
USA/MN40-MDH40/2020|EPI_ISL_417476|2020-03-12	USA/MN40-MDH40/2020	EPI_ISL_417476	USA	2020-03-12	B.1.3	
USA/MN41-MDH41/2020|EPI_ISL_417477|2020-03-12	USA/MN41-MDH41/2020	EPI_ISL_417477	USA	2020-03-12	A.1	
USA/MN42-MDH42/2020|EPI_ISL_417478|2020-03-13	USA/MN42-MDH42/2020	EPI_ISL_417478	USA	2020-03-13	B.2.2	
USA/MN43-MDH43/2020|EPI_ISL_417479|2020-03-12	USA/MN43-MDH43/2020	EPI_ISL_417479	USA	2020-03-12	B.1	
USA/MN44-MDH44/2020|EPI_ISL_417480|2020-03-12	USA/MN44-MDH44/2020	EPI_ISL_417480	USA	2020-03-12	A.1	
Iceland/LUH-01/2020|EPI_ISL_417481|2020-03-13	Iceland/LUH-01/2020	EPI_ISL_417481	Iceland	2020-03-13	B.1	
Ecuador/HEE-01/2020|EPI_ISL_417482|2020-03-09	Ecuador/HEE-01/2020	EPI_ISL_417482	Ecuador	2020-03-09	B	
Norway/1379/2020|EPI_ISL_417483|2020-02-27	Norway/1379/2020	EPI_ISL_417483	Norway	2020-02-27	B.2	1
Norway/1380/2020|EPI_ISL_417484|2020-02-26	Norway/1380/2020	EPI_ISL_417484	Norway	2020-02-26	B.4.1	
Norway/1526/2020|EPI_ISL_417485|2020-03-02	Norway/1526/2020	EPI_ISL_417485	Norway	2020-03-02	B.1.10	
Norway/1538/2020|EPI_ISL_417486|2020-03-01	Norway/1538/2020	EPI_ISL_417486	Norway	2020-03-01	B.2	
Norway/1539/2020|EPI_ISL_417487|2020-03-01	Norway/1539/2020	EPI_ISL_417487	Norway	2020-03-01	B.2	
Norway/1493/2020|EPI_ISL_417488|2020-02-29	Norway/1493/2020	EPI_ISL_417488	Norway	2020-02-29	B.2	
Norway/1494/2020|EPI_ISL_417489|2020-02-29	Norway/1494/2020	EPI_ISL_417489	Norway	2020-02-29	B.2	1
Norway/1443/2020|EPI_ISL_417490|2020-02-27	Norway/1443/2020	EPI_ISL_417490	Norway	2020-02-27	B.2	
Italy/UnivPM1/2020|EPI_ISL_417491|2020-03-03	Italy/UnivPM1/2020	EPI_ISL_417491	Italy	2020-03-03	B.1	
USA/MN45-MDH45/2020|EPI_ISL_417492|2020-03-13	USA/MN45-MDH45/2020	EPI_ISL_417492	USA	2020-03-13	B.1	
USA/MN46-MDH46/2020|EPI_ISL_417493|2020-03-13	USA/MN46-MDH46/2020	EPI_ISL_417493	USA	2020-03-13	B.1	
USA/MN47-MDH47/2020|EPI_ISL_417494|2020-03-13	USA/MN47-MDH47/2020	EPI_ISL_417494	USA	2020-03-13	B	
USA/MN48-MDH48/2020|EPI_ISL_417495|2020-03-13	USA/MN48-MDH48/2020	EPI_ISL_417495	USA	2020-03-13	B.1	
USA/MN51-MDH51/2020|EPI_ISL_417496|2020-03-13	USA/MN51-MDH51/2020	EPI_ISL_417496	USA	2020-03-13	B.1	
USA/MN52-MDH52/2020|EPI_ISL_417497|2020-03-13	USA/MN52-MDH52/2020	EPI_ISL_417497	USA	2020-03-13	B.1	
USA/MN53-MDH53/2020|EPI_ISL_417498|2020-03-13	USA/MN53-MDH53/2020	EPI_ISL_417498	USA	2020-03-13	B.2.1	
USA/MN55-MDH55/2020|EPI_ISL_417499|2020-03-13	USA/MN55-MDH55/2020	EPI_ISL_417499	USA	2020-03-13	B.1.3	
USA/MN56-MDH56/2020|EPI_ISL_417500|2020-03-14	USA/MN56-MDH56/2020	EPI_ISL_417500	USA	2020-03-14	A.1	
USA/MN57-MDH57/2020|EPI_ISL_417501|2020-03-14	USA/MN57-MDH57/2020	EPI_ISL_417501	USA	2020-03-14	B.2.2	1
USA/MN58-MDH58/2020|EPI_ISL_417502|2020-03-14	USA/MN58-MDH58/2020	EPI_ISL_417502	USA	2020-03-14	B.1	
USA/MN59-MDH59/2020|EPI_ISL_417503|2020-03-14	USA/MN59-MDH59/2020	EPI_ISL_417503	USA	2020-03-14	A.1	
USA/WI-15/2020|EPI_ISL_417504|2020-03-26	USA/WI-15/2020	EPI_ISL_417504	USA	2020-03-26	A.1	
USA/WI-11/2020|EPI_ISL_417505|2020-03-26	USA/WI-11/2020	EPI_ISL_417505	USA	2020-03-26	B.1	
USA/WI-12/2020|EPI_ISL_417506|2020-03-26	USA/WI-12/2020	EPI_ISL_417506	USA	2020-03-26	B.1	
USA/WI-23/2020|EPI_ISL_417507|2020-03-26	USA/WI-23/2020	EPI_ISL_417507	USA	2020-03-26	A.1	
USA/WI-21/2020|EPI_ISL_417508|2020-03-26	USA/WI-21/2020	EPI_ISL_417508	USA	2020-03-26	B.1	
USA/WI-16/2020|EPI_ISL_417509|2020-03-26	USA/WI-16/2020	EPI_ISL_417509	USA	2020-03-26	B.1	
USA/WI-19/2020|EPI_ISL_417510|2020-03-26	USA/WI-19/2020	EPI_ISL_417510	USA	2020-03-26	B.1	
USA/WI-24/2020|EPI_ISL_417512|2020-03-26	USA/WI-24/2020	EPI_ISL_417512	USA	2020-03-26	B.1	
USA/WI-14/2020|EPI_ISL_417513|2020-03-26	USA/WI-14/2020	EPI_ISL_417513	USA	2020-03-26	B.1	
USA/WI-22/2020|EPI_ISL_417514|2020-03-26	USA/WI-22/2020	EPI_ISL_417514	USA	2020-03-26	A.4	1
USA/WI-18/2020|EPI_ISL_417515|2020-03-26	USA/WI-18/2020	EPI_ISL_417515	USA	2020-03-26	B.1	
USA/WI-13/2020|EPI_ISL_417516|2020-03-26	USA/WI-13/2020	EPI_ISL_417516	USA	2020-03-26	B.1	
USA/WI-17/2020|EPI_ISL_417517|2020-03-26	USA/WI-17/2020	EPI_ISL_417517	USA	2020-03-26	B.1	
Taiwan/CGMH-CGU-02/2020|EPI_ISL_417518|2020-02-04	Taiwan/CGMH-CGU-02/2020	EPI_ISL_417518	Taiwan	2020-02-04	A	
Taiwan/CGMH-CGU-06/2020|EPI_ISL_417519|2020-03-05	Taiwan/CGMH-CGU-06/2020	EPI_ISL_417519	Taiwan	2020-03-05	B.4	
Taiwan/CGMH-CGU-07/2020|EPI_ISL_417520|2020-03-09	Taiwan/CGMH-CGU-07/2020	EPI_ISL_417520	Taiwan	2020-03-09	B.4	
Taiwan/CGMH-CGU-08/2020|EPI_ISL_417521|2020-03-10	Taiwan/CGMH-CGU-08/2020	EPI_ISL_417521	Taiwan	2020-03-10	B.4	
Taiwan/CGMH-CGU-09/2020|EPI_ISL_417522|2020-03-13	Taiwan/CGMH-CGU-09/2020	EPI_ISL_417522	Taiwan	2020-03-13	B.2	
Taiwan/CGMH-CGU-10/2020|EPI_ISL_417523|2020-03-13	Taiwan/CGMH-CGU-10/2020	EPI_ISL_417523	Taiwan	2020-03-13	B.4	
Taiwan/CGMH-CGU-11/2020|EPI_ISL_417524|2020-03-14	Taiwan/CGMH-CGU-11/2020	EPI_ISL_417524	Taiwan	2020-03-14	B.4	
Taiwan/CGMH-CGU-12/2020|EPI_ISL_417525|2020-03-14	Taiwan/CGMH-CGU-12/2020	EPI_ISL_417525	Taiwan	2020-03-14	B.1	
Luxembourg/LNS9371718/2020|EPI_ISL_417526|2020-03-18	Luxembourg/LNS9371718/2020	EPI_ISL_417526	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS2848109/2020|EPI_ISL_417527|2020-03-18	Luxembourg/LNS2848109/2020	EPI_ISL_417527	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS3694003/2020|EPI_ISL_417528|2020-03-18	Luxembourg/LNS3694003/2020	EPI_ISL_417528	Luxembourg	2020-03-18	B.2	
Luxembourg/LNS5731562/2020|EPI_ISL_417529|2020-03-18	Luxembourg/LNS5731562/2020	EPI_ISL_417529	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS2128808/2020|EPI_ISL_417530|2020-03-18	Luxembourg/LNS2128808/2020	EPI_ISL_417530	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS2013896/2020|EPI_ISL_417531|2020-03-18	Luxembourg/LNS2013896/2020	EPI_ISL_417531	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS8489624/2020|EPI_ISL_417532|2020-03-18	Luxembourg/LNS8489624/2020	EPI_ISL_417532	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS6282845/2020|EPI_ISL_417533|2020-03-18	Luxembourg/LNS6282845/2020	EPI_ISL_417533	Luxembourg	2020-03-18	B.1	
Luxembourg/LNS0158952/2020|EPI_ISL_417534|2020-03-18	Luxembourg/LNS0158952/2020	EPI_ISL_417534	Luxembourg	2020-03-18	B.1	
Iceland/1/2020|EPI_ISL_417535|2020-03-13	Iceland/1/2020	EPI_ISL_417535	Iceland	2020-03-13	B.1	
Iceland/10/2020|EPI_ISL_417536|2020-03-16	Iceland/10/2020	EPI_ISL_417536	Iceland	2020-03-16	B.1.5	
Iceland/100/2020|EPI_ISL_417537|2020-03-16	Iceland/100/2020	EPI_ISL_417537	Iceland	2020-03-16	B.1.5	
Iceland/104/2020|EPI_ISL_417538|2020-03-17	Iceland/104/2020	EPI_ISL_417538	Iceland	2020-03-17	B.1.1	
Iceland/11/2020|EPI_ISL_417539|2020-03-16	Iceland/11/2020	EPI_ISL_417539	Iceland	2020-03-16	B.1.1	
Iceland/115/2020|EPI_ISL_417540|2020-03-17	Iceland/115/2020	EPI_ISL_417540	Iceland	2020-03-17	B.2	
Iceland/116/2020|EPI_ISL_417541|2020-03-17	Iceland/116/2020	EPI_ISL_417541	Iceland	2020-03-17	B.2	
Iceland/117/2020|EPI_ISL_417542|2020-03-17	Iceland/117/2020	EPI_ISL_417542	Iceland	2020-03-17	B.1.5	
Iceland/118/2020|EPI_ISL_417543|2020-03-17	Iceland/118/2020	EPI_ISL_417543	Iceland	2020-03-17	B.1.5	
Iceland/119/2020|EPI_ISL_417544|2020-03-17	Iceland/119/2020	EPI_ISL_417544	Iceland	2020-03-17	B.2	
Iceland/120/2020|EPI_ISL_417545|2020-03-17	Iceland/120/2020	EPI_ISL_417545	Iceland	2020-03-17	B.2	
Iceland/121/2020|EPI_ISL_417546|2020-03-17	Iceland/121/2020	EPI_ISL_417546	Iceland	2020-03-17	B.1	
Iceland/170/2020|EPI_ISL_417548|2020-03-17	Iceland/170/2020	EPI_ISL_417548	Iceland	2020-03-17	B.2	
Iceland/171/2020|EPI_ISL_417549|2020-03-14	Iceland/171/2020	EPI_ISL_417549	Iceland	2020-03-14	B.1.5	
Iceland/184/2020|EPI_ISL_417550|2020-03-16	Iceland/184/2020	EPI_ISL_417550	Iceland	2020-03-16	B.1	
Iceland/187/2020|EPI_ISL_417551|2020-03-16	Iceland/187/2020	EPI_ISL_417551	Iceland	2020-03-16	B.1	
Iceland/2/2020|EPI_ISL_417552|2020-03-16	Iceland/2/2020	EPI_ISL_417552	Iceland	2020-03-16	B.1.5	
Iceland/220/2020|EPI_ISL_417553|2020-03-16	Iceland/220/2020	EPI_ISL_417553	Iceland	2020-03-16	B	
Iceland/227/2020|EPI_ISL_417555|2020-03-17	Iceland/227/2020	EPI_ISL_417555	Iceland	2020-03-17	B.1	
Iceland/228/2020|EPI_ISL_417556|2020-03-17	Iceland/228/2020	EPI_ISL_417556	Iceland	2020-03-17	B.1	
Iceland/229/2020|EPI_ISL_417557|2020-03-17	Iceland/229/2020	EPI_ISL_417557	Iceland	2020-03-17	B.2	
Iceland/230/2020|EPI_ISL_417558|2020-03-17	Iceland/230/2020	EPI_ISL_417558	Iceland	2020-03-17	B.2	
